distance,pair,value
4,2_6,571.6
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,7_9,1031
3,6_9,1030.2
4,2_6,571.6
5,4_9,841.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,4_7,818.8
4,4_8,837.2
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,3_5,745.2
3,4_7,818.8
4,3_7,710.8
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,3_4,1068.2
2,2_4,666.2
3,6_9,1030.2
4,3_7,710.8
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,6_8,952.333
3,1_4,583
4,2_6,571.6
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,1_3,621.6
3,2_5,686
4,1_5,601.2
5,1_6,588
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,1_3,621.6
3,2_5,686
4,5_9,919
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,3_5,745.2
3,5_8,992.8
4,4_8,837.2
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,5_6,864
2,4_6,820.5
3,1_4,583
4,5_9,919
5,2_7,735.2
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,6_8,952.333
3,6_9,1030.2
4,1_5,601.2
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,2_4,666.2
3,3_6,743.2
4,3_7,710.8
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,7_9,1031
3,4_7,818.8
4,3_7,710.8
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,7_9,1031
3,6_9,1030.2
4,5_9,919
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,1_3,621.6
3,5_8,992.8
4,3_7,710.8
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,6_8,952.333
3,5_8,992.8
4,3_7,710.8
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,4_6,820.5
3,5_8,992.8
4,2_6,571.6
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,2_4,666.2
3,6_9,1030.2
4,3_7,710.8
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,6_8,952.333
3,3_6,743.2
4,2_6,571.6
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,2_4,666.2
3,2_5,686
4,4_8,837.2
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,6_8,952.333
3,4_7,818.8
4,2_6,571.6
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,5_7,1126
3,5_8,992.8
4,4_8,837.2
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,7_9,1031
3,4_7,818.8
4,1_5,601.2
5,2_7,735.2
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,3_5,745.2
3,1_4,583
4,2_6,571.6
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,4_6,820.5
3,4_7,818.8
4,2_6,571.6
5,4_9,841.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,1_3,621.6
3,6_9,1030.2
4,4_8,837.2
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,4_6,820.5
3,5_8,992.8
4,2_6,571.6
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,4_6,820.5
3,2_5,686
4,3_7,710.8
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,1_3,621.6
3,6_9,1030.2
4,3_7,710.8
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,6_8,952.333
3,4_7,818.8
4,2_6,571.6
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,2_4,666.2
3,6_9,1030.2
4,1_5,601.2
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,3_5,745.2
3,1_4,583
4,2_6,571.6
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,1_3,621.6
3,3_6,743.2
4,2_6,571.6
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,3_5,745.2
3,5_8,992.8
4,4_8,837.2
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,2_4,666.2
3,6_9,1030.2
4,4_8,837.2
5,1_6,588
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,2_5,686
4,3_7,710.8
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,5_7,1126
3,1_4,583
4,5_9,919
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,6_8,952.333
3,2_5,686
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,2_4,666.2
3,3_6,743.2
4,3_7,710.8
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,1_3,621.6
3,6_9,1030.2
4,1_5,601.2
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,7_9,1031
3,3_6,743.2
4,2_6,571.6
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,7_9,1031
3,3_6,743.2
4,2_6,571.6
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,4_6,820.5
3,5_8,992.8
4,5_9,919
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,3_5,745.2
3,3_6,743.2
4,4_8,837.2
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,3_4,1068.2
2,4_6,820.5
3,4_7,818.8
4,1_5,601.2
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,4_6,820.5
3,2_5,686
4,4_8,837.2
5,1_6,588
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,1_4,583
4,2_6,571.6
5,1_6,588
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,3_5,745.2
3,5_8,992.8
4,2_6,571.6
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,6_8,952.333
3,6_9,1030.2
4,1_5,601.2
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,6_8,952.333
3,6_9,1030.2
4,2_6,571.6
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,7_9,1031
3,2_5,686
4,5_9,919
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,2_4,666.2
3,4_7,818.8
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,3_5,745.2
3,1_4,583
4,3_7,710.8
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,6_8,952.333
3,5_8,992.8
4,1_5,601.2
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,7_9,1031
3,6_9,1030.2
4,3_7,710.8
5,1_6,588
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,4_6,820.5
3,1_4,583
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,5_7,1126
3,2_5,686
4,5_9,919
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,2_4,666.2
3,4_7,818.8
4,5_9,919
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,5_7,1126
3,3_6,743.2
4,1_5,601.2
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,2_4,666.2
3,1_4,583
4,5_9,919
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,6_9,1030.2
4,2_6,571.6
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,3_5,745.2
3,6_9,1030.2
4,5_9,919
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,5_7,1126
3,3_6,743.2
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,4_6,820.5
3,2_5,686
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,3_5,745.2
3,5_8,992.8
4,4_8,837.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,6_8,952.333
3,5_8,992.8
4,4_8,837.2
5,4_9,841.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,1_3,621.6
3,3_6,743.2
4,3_7,710.8
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,1_3,621.6
3,5_8,992.8
4,5_9,919
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,4_6,820.5
3,2_5,686
4,4_8,837.2
5,2_7,735.2
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,1_3,621.6
3,2_5,686
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,5_7,1126
3,6_9,1030.2
4,5_9,919
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,5_7,1126
3,4_7,818.8
4,4_8,837.2
5,1_6,588
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,1_3,621.6
3,5_8,992.8
4,3_7,710.8
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,1_3,621.6
3,2_5,686
4,3_7,710.8
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,1_3,621.6
3,1_4,583
4,4_8,837.2
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,6_8,952.333
3,1_4,583
4,4_8,837.2
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,4_6,820.5
3,3_6,743.2
4,1_5,601.2
5,1_6,588
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,4_5,797.8
2,7_9,1031
3,2_5,686
4,2_6,571.6
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,2_4,666.2
3,6_9,1030.2
4,4_8,837.2
5,4_9,841.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,5_7,1126
3,2_5,686
4,4_8,837.2
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,7_9,1031
3,4_7,818.8
4,4_8,837.2
5,4_9,841.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,1_3,621.6
3,2_5,686
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,7_9,1031
3,2_5,686
4,5_9,919
5,1_6,588
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,3_5,745.2
3,6_9,1030.2
4,1_5,601.2
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,7_9,1031
3,1_4,583
4,5_9,919
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,1_4,583
4,4_8,837.2
5,1_6,588
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,6_8,952.333
3,1_4,583
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,5_7,1126
3,2_5,686
4,5_9,919
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,4_6,820.5
3,3_6,743.2
4,2_6,571.6
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,6_8,952.333
3,3_6,743.2
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,5_7,1126
3,6_9,1030.2
4,4_8,837.2
5,3_8,809.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,5_6,864
2,5_7,1126
3,6_9,1030.2
4,3_7,710.8
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,3_4,1068.2
2,5_7,1126
3,4_7,818.8
4,1_5,601.2
5,4_9,841.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,7_9,1031
3,1_4,583
4,2_6,571.6
5,4_9,841.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,6_8,952.333
3,3_6,743.2
4,2_6,571.6
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,3_5,745.2
3,6_9,1030.2
4,2_6,571.6
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,2_4,666.2
3,5_8,992.8
4,1_5,601.2
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,7_9,1031
3,1_4,583
4,2_6,571.6
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,1_3,621.6
3,3_6,743.2
4,2_6,571.6
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,7_9,1031
3,1_4,583
4,4_8,837.2
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,6_8,952.333
3,3_6,743.2
4,1_5,601.2
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,2_4,666.2
3,4_7,818.8
4,1_5,601.2
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,4_6,820.5
3,3_6,743.2
4,2_6,571.6
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,7_9,1031
3,2_5,686
4,3_7,710.8
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,6_8,952.333
3,6_9,1030.2
4,1_5,601.2
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,5_7,1126
3,2_5,686
4,3_7,710.8
5,2_7,735.2
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,1_3,621.6
3,6_9,1030.2
4,5_9,919
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,6_8,952.333
3,5_8,992.8
4,3_7,710.8
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,7_9,1031
3,5_8,992.8
4,4_8,837.2
5,4_9,841.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,3_5,745.2
3,4_7,818.8
4,1_5,601.2
5,2_7,735.2
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,2_4,666.2
3,5_8,992.8
4,1_5,601.2
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,5_7,1126
3,2_5,686
4,4_8,837.2
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,6_8,952.333
3,3_6,743.2
4,3_7,710.8
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,8_9,1037.5
2,2_4,666.2
3,6_9,1030.2
4,4_8,837.2
5,3_8,809.6
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,2_3,690.8
2,1_3,621.6
3,1_4,583
4,5_9,919
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,5_7,1126
3,1_4,583
4,4_8,837.2
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,5_7,1126
3,2_5,686
4,4_8,837.2
5,3_8,809.6
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,5_7,1126
3,3_6,743.2
4,1_5,601.2
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,5_7,1126
3,5_8,992.8
4,5_9,919
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,6_8,952.333
3,2_5,686
4,5_9,919
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,7_9,1031
3,4_7,818.8
4,2_6,571.6
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,6_8,952.333
3,4_7,818.8
4,2_6,571.6
5,4_9,841.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,1_3,621.6
3,1_4,583
4,2_6,571.6
5,3_8,809.6
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,5_6,864
2,7_9,1031
3,1_4,583
4,3_7,710.8
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,7_8,1158.75
2,5_7,1126
3,4_7,818.8
4,3_7,710.8
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,7_8,1158.75
2,2_4,666.2
3,5_8,992.8
4,5_9,919
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,6_7,1031.75
2,1_3,621.6
3,6_9,1030.2
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,2_4,666.2
3,6_9,1030.2
4,3_7,710.8
5,3_8,809.6
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,5_7,1126
3,3_6,743.2
4,4_8,837.2
5,2_7,735.2
6,3_9,800.6
7,2_9,595.2
8,1_9,595.4
1,6_7,1031.75
2,3_5,745.2
3,5_8,992.8
4,1_5,601.2
5,2_7,735.2
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,1_2,572.8
2,5_7,1126
3,4_7,818.8
4,1_5,601.2
5,1_6,588
6,2_8,657.6
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,5_7,1126
3,3_6,743.2
4,1_5,601.2
5,3_8,809.6
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,5_7,1126
3,3_6,743.2
4,3_7,710.8
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,5_6,864
2,7_9,1031
3,1_4,583
4,2_6,571.6
5,3_8,809.6
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,4_5,797.8
2,1_3,621.6
3,6_9,1030.2
4,2_6,571.6
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,2_3,690.8
2,2_4,666.2
3,4_7,818.8
4,4_8,837.2
5,1_6,588
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,1_3,621.6
3,3_6,743.2
4,1_5,601.2
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,1_2,572.8
2,5_7,1126
3,1_4,583
4,3_7,710.8
5,2_7,735.2
6,1_7,637
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,4_6,820.5
3,5_8,992.8
4,3_7,710.8
5,1_6,588
6,3_9,800.6
7,1_8,517.6
8,1_9,595.4
1,3_4,1068.2
2,4_6,820.5
3,5_8,992.8
4,1_5,601.2
5,2_7,735.2
6,2_8,657.6
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,3_5,745.2
3,5_8,992.8
4,4_8,837.2
5,1_6,588
6,1_7,637
7,2_9,595.2
8,1_9,595.4
1,8_9,1037.5
2,1_3,621.6
3,4_7,818.8
4,2_6,571.6
